athlete_id,name,born_date,born_country,NOC,country_noc
5,Albert Canet,1878-04-17,GBR,France,FRA
17,Guy Forget,1965-01-04,MAR,France,FRA
35,Fabrice Santoro,1972-12-09,FPN,France,FRA
42,Gillian Clark,1961-09-02,IRQ,Great Britain,GBR
55,Monique Javer,1967-07-22,USA,Great Britain,GBR
72,Clare Wood,1968-03-08,RSA,Great Britain,GBR
79,John Pius Boland,1870-09-16,IRL,Great Britain,GBR
80,Neil Broad,1966-11-20,RSA,Great Britain,GBR
81,George Caridia,1869-02-20,IND,Great Britain,GBR
84,Xinhua Chen,1960-01-30,CHN,Great Britain,GBR
90,Desmond Douglas,1955-07-20,JAM,Great Britain,GBR
91,Wilberforce Eaves,1867-12-10,AUS,Great Britain,GBR
92,Lionel Escombe,1876-01-01,RSA,Great Britain,
102,Algernon Kingscote,1888-02-03,IND,Great Britain,GBR
108,Anders Nielsen,1967-02-24,RSA,Great Britain,GBR
110,James Parke,1881-07-26,IRL,Great Britain,GBR
115,Greg Rusedski,1973-09-06,CAN,Great Britain,GBR
119,Archibald Warden,1869-05-11,GBR,France,FRA
120,Patrick Wheatley,1899-01-20,RSA,Great Britain,GBR
125,Sylvia Hanika,1959-11-30,GER,West Germany,FRG
127,Claudia Kohde-Kilsch,1963-12-11,GER,West Germany,FRG
129,Olga Nemes,1968-06-09,ROU,Germany West Germany,GER
130,Katja Nolten,1970-02-16,GER,West Germany,FRG
134,Jie Schöpp,1968-01-25,CHN,Germany,GER
139,Georg Böhm,1962-04-17,ROU,West Germany,FRG
143,Otto Froitzheim,1884-04-24,FRA,Germany,GER
144,Marc-Kevin Goellner,1970-09-22,BRA,Germany,GER
148,Eric Jelen,1965-03-11,GER,West Germany,FRG
154,David Prinosil,1973-03-09,CZE,Germany,GER
156,Jürgen Rebel,1963-07-17,GER,West Germany,FRG
159,Robert Spies,1891-02-17,RUS,Germany,GER
163,Fritz von Bissing,1886-09-09,FRA,Germany,GER
178,Demetrius Casdagli,1872-10-10,GBR,Greece,GRE
179,Kallinikos Kreangka,1972-03-08,ROU,Greece,GRE
182,Dimitrios Petrokokkinos,1878-04-17,GBR,Greece,GRE
185,Daniel Tsiokas,1971-06-19,ROU,Greece,GRE
186,Avgoustos Zerlentis,1886-11-05,EGY,Greece,GRE
188,Ronald Agénor,1964-11-13,MAR,Haiti,HAI
218,Kálmán Kirchmayer,1897-11-15,POL,Hungary,HUN
223,László Markovits,1970-04-04,MEX,Hungary,HUN
226,Momcsilló Tapavicza,1872-10-14,SRB,Hungary,HUN
227,Ede Tóth,1884-03-11,ROU,Hungary,HUN
230,Béla Kehrling,1891-01-25,SVK,Hungary,HUN
288,Donald Rutnam,1902-09-19,SRI,India,IND
289,Mohammed Sleem,1892-01-14,PAK,India,IND
290,Ángel Bello,1951-01-09,ESP,Argentina,ARG
297,David Anear,1948-03-26,GBR,Australia,AUS
373,Ed Gamble,1935-09-18,GBR,Canada,CAN
424,Juan Carlos Holgado,1968-04-16,GER,Spain,ESP
451,Herrad Frey,1933-08-25,SUI,France,FRA
476,Émile Grumiaux,1861-06-11,BEL,France,FRA
505,Ursula Büschking,1941-09-23,POL,West Germany,FRG
506,Manuela Dachner,1960-06-15,GER,West Germany,FRG
508,Doris Haas,1964-12-27,GER,West Germany,FRG
509,Claudia Kriz,1957-01-18,GER,West Germany,FRG
511,Carla Nolpa,1946-03-10,CZE,West Germany,FRG
512,Christa Öckl,1943-09-30,CZE,West Germany,FRG
514,Maria Urban,1941-12-20,AUT,West Germany,FRG
516,Manfred Barth,1945-08-31,GER,West Germany,FRG
517,Willi Gabriel,1939-09-24,POL,West Germany,FRG
518,Armin Garnreiter,1958-07-24,GER,West Germany,FRG
519,Detlef Kahlert,1962-08-01,GER,West Germany,FRG
520,Richard Krust,1928-08-04,GER,West Germany,FRG
523,Siegfried Ortmann,1937-01-17,GER,West Germany,FRG
525,Rudi Schiffl,1941-08-18,GER,West Germany,FRG
526,Bernhard Schulkowski,1951-10-09,GER,West Germany,FRG
528,Harry Wittig,1961-06-19,GER,West Germany,FRG
532,Adelaide Boddam-Whetham,1860-12-09,AUS,Great Britain,GBR
544,Beatrice Hill-Lowe,1868-01-26,IRL,Great Britain,GBR
554,Emily Rushton,1850-01-01,GBR,Great Britain,
558,Janetta Vance,1855-02-16,IRL,Great Britain,GBR
563,Hilda Williams,1876-01-01,GBR,Great Britain,
589,Lizzie Foster,1856-09-10,AUS,Great Britain,GBR
611,Ying Kwok,1966-04-24,CHN,Australia,AUS
620,Song Yang,1965-05-12,CHN,Australia,AUS
621,Shirley Zhou,1978-03-10,CHN,Australia,AUS
627,Teddy Flack,1873-11-05,GBR,Australia,AUS
633,Wally Masur,1963-05-13,GBR,Australia,AUS
649,Ding Yi,1959-01-14,CHN,Austria,AUT
652,Rolf Kinzl,1878-10-19,CZE,Austria,AUT
655,Fritz Felix Piepes,1887-04-15,CZE,Austria,AUT
656,Qian Qianli,1965-02-07,CHN,Austria,AUT
659,"Ludwig, Graf von Salm-Hoogstraeten",1885-02-24,GER,Austria,AUT
689,Ulada Charniauskaya,1966-08-10,RUS,Belarus,BLR
694,Hedwig Rosenbaum,1864-07-03,CZE,Bohemia,BOH
695,Bohuslav Hykš,1889-05-07,CZE,Bohemia Czechoslovakia,BOH
696,Jaroslav Hainz,1883-09-17,CZE,Bohemia,BOH
697,Jiří Kodl,1889-04-03,CZE,Bohemia,BOH
698,Josef Gruss,1884-07-08,CZE,Bohemia Czechoslovakia,BOH
700,Josef Šebek,1888-03-18,CZE,Bohemia,BOH
701,Jaromír Zeman,1886-08-12,CZE,Bohemia,BOH
714,Fino Meligeni,1971-04-12,ARG,Brazil,BRA
731,Petra Cada,1979-02-02,CZE,Canada,CAN
732,Barbara Chiu,1964-07-14,CHN,Canada,CAN
733,Si-An Deng,1963-06-25,CHN,Canada,CAN
734,Mariann Domonkos,1958-02-12,HUN,Canada,CAN
737,Patricia Hy-Boulais,1965-08-22,CAM,"Canada Hong Kong, China",CAN
740,Jana Nejedly,1974-06-09,CZE,Canada,CAN
745,Claude Russell-Brown,1873-04-11,IND,Canada,CAN
747,Jaimie Dawson,1969-07-28,SUI,Canada,CAN
748,John Foulkes,1872-07-10,GBR,Canada,CAN
751,David Humble,1967-03-06,GBR,Canada,CAN
752,Anil Kaul,1964-12-25,IND,Canada,CAN
757,Daniel Nestor,1972-09-04,SRB,Canada,CAN
759,Horatio Pintea,1962-11-11,ROU,Canada,CAN
763,Andrew Sznajder,1967-05-25,GBR,Canada,CAN
778,Chen Jing,1968-09-20,CHN,Chinese Taipei People's Republic of China,TPE
799,Ilana Berger,1965-12-31,MEX,Israel,ISR
803,Flyura Bulatova-Abbate,1963-09-07,UZB,Italy Soviet Union,ITA
813,Giulia Perelli,1897-01-01,ITA,Italy,
822,Cesare Colombo,1889-01-01,ITA,Italy,
824,Uberto De Morpurgo,1896-01-11,FRA,Italy,ITA
843,Chire Koyama,1964-09-30,CHN,Japan,JPN
939,Larisa Savčenko-Neilande,1966-07-21,UKR,Latvia Soviet Union,LAT
964,Xóchitl Escobedo,1968-09-17,USA,Mexico,MEX
965,Angélica Gavaldón,1973-10-03,USA,Mexico,MEX
995,Paul Haldan,1965-04-12,ROU,Netherlands,NED
1008,"Roelof, Jonkheer van Lennep",1876-10-03,GER,Netherlands,NED
1030,Caro Dahl,1890-10-17,TUR,Norway,NOR
1043,Chunli Li,1962-02-28,CHN,New Zealand,NZL
1046,Bruce Derlin,1961-11-28,AUS,New Zealand,NZL
1057,Hugo Chapacú,1962-05-05,ARG,Paraguay,PAR
1062,Pablo Arraya,1961-10-21,ARG,Peru,PER
1135,Jeffrey Alleyne,1938-06-25,BAR,Canada,CAN
1139,Ed Beattie,1934-02-04,GBR,Canada,CAN
1147,Agnew Burlie,1906-07-01,GBR,Canada,CAN
1158,David Defiagbon,1970-06-12,NGR,Canada Nigeria,CAN
1179,Harry Henning,1903-06-01,GBR,Canada,CAN
1180,Walter Henry,1937-07-28,HKG,Canada,CAN
1202,Lennox Lewis,1965-09-02,GBR,Canada,CAN
1204,Jock MacGregor,1904-07-10,GBR,Canada,CAN
1208,Egerton Marcus,1965-02-02,GUY,Canada,CAN
1222,Donato Paduano,1948-11-28,ITA,Canada,CAN
1227,Michael Prevost,1953-06-05,GER,Canada,CAN
1229,William Rankin,1898-08-08,GBR,Canada,CAN
1233,Troy Amos-Ross,1975-07-17,GUY,Canada,CAN
1238,Bert Schneider,1897-07-01,USA,Canada,CAN
1241,Manny Sobral,1968-09-12,ESP,Canada,CAN
1249,Alphonse Matoubela,1958-10-15,COD,Congo,CGO
1251,Hassan Nour-el-Din Aman,1943-05-07,EGY,Chad Egypt,CHA
1402,Kim Maher,1971-09-05,VIE,United States,USA
1406,Sally McDermid-McCreedy,1965-06-06,GBR,Australia,AUS
1476,Michael Nakamura,1976-09-06,JPN,Australia,AUS
1563,Luigi Carrozza,1969-06-17,SUI,Italy,ITA
1689,Ľudovít Plachetka,1971-03-27,SVK,Czechia,CZE
1690,Pavol Polakovič,1974-01-31,SVK,Czechia,CZE
1693,Hasan Al,1972-06-18,TUR,Denmark,DEN
1711,Martin Hansen,1925-07-17,GBR,Denmark,DEN
1715,Mark Hulstrøm,1965-12-28,GBR,Denmark,DEN
1761,Arne Sande,1905-03-18,NOR,Denmark,DEN
1823,Moussa El-Gelidi,1932-04-14,EGY,United Arab Republic,UAR
1824,Abdel Moneim El-Gindy,1936-12-01,EGY,United Arab Republic,UAR
1857,Salah Shokweir,1929-10-16,EGY,United Arab Republic,UAR
1871,César Campuzano,1905-01-01,ESP,Spain,
1953,Vadim Shikarev,1968-05-15,UZB,Kazakhstan Unified Team,KAZ
1986,Ilse Martha Ries-Hotz,1949-07-27,GER,Luxembourg,LUX
1992,Natalia Valeeva,1969-11-15,MDA,Italy Republic of Moldova Unified Team,ITA
1999,Rafael Aveleyra,1932-07-29,USA,Mexico,MEX
2049,Robin Sampson,1940-11-23,ZIM,New Zealand,NZL
2065,Irena Szydłowska,1928-01-28,UKR,Poland,POL
2146,Jitka Dolejší,1958-05-14,CZE,Czechoslovakia,TCH
2147,Zdeňka Padevětová,1958-12-12,FIN,Czechoslovakia,TCH
2148,František Hadaš,1941-03-22,CZE,Czechoslovakia,TCH
2149,Martin Hámor,1943-03-09,SVK,Czechoslovakia,TCH
2173,Natalia Nasaridze-Çakir,1972-10-02,GEO,Türkiye,TUR
2187,Stanislav Zabrodsky,1962-01-01,UKR,Kazakhstan Ukraine Unified Team,KAZ
2189,Emma Gapchenko,1938-02-24,RUS,Soviet Union,URS
2190,Valentina Kovpan,1950-02-28,UKR,Soviet Union,URS
2191,Ketevan Losaberidze,1949-08-01,GEO,Soviet Union,URS
2192,Tatyana Muntyan,1968-03-07,UKR,Soviet Union,URS
2193,Alla Peunova,1946-08-03,UKR,Soviet Union,URS
2194,Zebiniso Rustamova,1955-01-29,TJK,Soviet Union,URS
2195,Konstantin Shkolny,1961-02-03,UKR,Soviet Union,URS
2196,Vladimir Yesheyev,1958-05-07,RUS,Soviet Union Unified Team,URS
2197,Boris Isachenko,1958-12-26,BLR,Soviet Union,URS
2200,Viktor Sidoruk,1937-09-04,UKR,Soviet Union,URS
2202,Mati Vaikjärv,1944-02-02,EST,Soviet Union,URS
2219,Leonie Taylor,1870-01-01,USA,United States,
2228,William Clark,1842-01-01,USA,United States,
2257,Zoran Matković,1961-10-18,CRO,Yugoslavia,YUG
2258,Bojan Postružnik,1952-05-31,SLO,Yugoslavia,YUG
2262,David Milne,1939-01-29,GBR,Zimbabwe,ZIM
2263,Wrex Tarr,1934-06-24,RSA,Zimbabwe,ZIM
2269,Hae-Ja Kim de Rimasa,1949-09-07,KOR,Argentina,ARG
2328,Seiko Iseki,1962-07-02,CHN,Japan People's Republic of China,JPN
2337,Eldijana Aganović,1971-11-20,BIH,Croatia,CRO
2338,Tamara Boroš,1977-12-19,SRB,Croatia,CRO
2395,Erik Tegner,1896-10-29,THA,Denmark,DEN
2410,Lilí Álvarez,1905-05-09,ITA,Spain,ESP
2433,Ricardo Saprissa,1901-06-24,ESA,Spain,ESP
2436,Igor Solopov,1961-04-17,RUS,Estonia,EST
2457,Mary Pierce,1975-01-15,CAN,France,FRA
2460,Nathalie Tauziat,1967-10-17,CAF,France,FRA
2463,Xiao-Ming Wang-Dréchou,1963-06-14,CHN,France,FRA
2465,Patrick Birocheau,1955-09-23,ALG,France,FRA
2505,Nicolae Mișu,1893-01-18,AUT,Romania,ROU
2520,Victor Gauntlett,1884-01-30,GBR,South Africa,RSA
2528,John Richardson,1873-06-24,MAD,South Africa,RSA
2536,Yelena Likhovtseva,1975-09-08,KAZ,Russian Federation,RUS
2540,Elena Timina,1969-05-08,RUS,Netherlands Russian Federation Unified Team,NED
2546,"Mikhail, Count Sumarokov-Elston",1893-11-21,UKR,Russian Federation,RUS
2548,Nikolay Zuyev,1967-05-07,UKR,Russian Federation,RUS
2550,Jing Jun Hong,1968-10-13,CHN,Singapore,SGP
2559,Gabriel Francini,1969-12-12,ARG,San Marino,SMR
2563,Martina Hingis,1980-09-30,SVK,Switzerland,SUI
2570,Charly Aeschlimann,1897-02-28,FRA,Switzerland,SUI
2575,Jakob Hlasek,1964-11-12,CZE,Switzerland,SUI
2578,Hans Sÿz,1891-10-15,USA,Switzerland,SUI
2586,Edith Arnheim,1884-02-21,CZE,Sweden,SWE
2594,Sigrid Fick,1887-03-28,FIN,Sweden,SWE
2600,Christine Magnusson,1964-11-21,UGA,Sweden,SWE
2640,Marie Hrachová,1963-11-12,CZE,Czechoslovakia,TCH
2641,Renata Kasalová,1969-03-05,SVK,Czechoslovakia,TCH
2642,Eva Lacinová,1971-10-03,CZE,Czechoslovakia,TCH
2643,Jaroslava Mihočková,1971-06-12,SVK,Czechoslovakia,TCH
2644,Regina Rajchrtová,1968-02-05,CZE,Czechoslovakia,TCH
2645,Alena Šafářová,1968-04-17,CZE,Czechoslovakia,TCH
2646,Milada Skrbková,1897-05-30,CZE,Czechoslovakia,TCH
2647,Andrea Strnadová,1972-05-28,CZE,Czechoslovakia,TCH
2648,Radka Zrubáková,1970-12-26,SVK,Czechoslovakia Slovakia,TCH
2649,Karel Ardelt,1889-01-28,CZE,Bohemia Czechoslovakia,BOH
2650,Ernst Gottlieb,1893-03-18,CZE,Czechoslovakia,TCH
2651,Tomáš Jančí,1968-07-23,SVK,Czechoslovakia,TCH
2652,Jaroslav Just,1883-02-06,CZE,Bohemia Czechoslovakia,BOH
2653,Jan Koželuh,1904-01-29,CZE,Czechoslovakia,TCH
2654,Pavel Macenauer,1900-01-01,CZE,Czechoslovakia,
2655,Miloslav Mečíř,1964-05-19,SVK,Czechoslovakia,TCH
2656,Tomáš Mendrek,1968-08-09,CZE,Czechoslovakia,TCH
2657,Jindřich Panský,1960-07-29,CZE,Czechoslovakia,TCH
2658,Friedrich Rohrer,1895-05-14,CZE,Czechoslovakia,TCH
2659,Milan Šrejber,1963-12-30,CZE,Czechoslovakia,TCH
2661,Marián Vajda,1965-04-23,SVK,Czechoslovakia,TCH
2662,Roland Vími,1969-06-21,SVK,Czechoslovakia,TCH
2664,Ladislav Žemla,1887-11-06,CZE,Bohemia Czechoslovakia,BOH
2671,Tamarine Tanasugarn,1977-05-24,USA,Thailand,THA
2712,Olena Kovtun,1966-11-20,RUS,Soviet Union Ukraine,URS
2713,Yevgeniya Manyukova,1968-05-17,RUS,Unified Team,EUN
2714,Leila Meskhi,1968-01-04,GEO,Soviet Union Unified Team,URS
2715,Valentina Popovová,1960-11-21,AZE,Slovakia Soviet Union Unified Team,SVK
2717,Boris Rozenberg,1962-07-09,UKR,Soviet Union,URS
2718,Andrey Cherkasov,1970-07-04,RUS,Soviet Union Unified Team,URS
2719,Andrey Chesnokov,1966-02-02,RUS,Soviet Union Unified Team,URS
2720,Aleksandr Volkov,1967-03-03,RUS,Soviet Union,URS
2722,Insook Bhushan,1952-02-17,KOR,United States,USA
2726,Amy Feng,1969-04-09,CHN,United States,USA
2728,Mary Joe Fernandez,1971-09-19,DOM,United States,USA
2733,Lily Hugh-Yip,1963-08-22,CHN,United States,USA
2738,Monica Seles,1973-12-02,SRB,United States,USA
2741,Erika Von Heiland,1965-12-24,PHI,United States,USA
2742,Wei Wang,1961-03-21,CHN,United States,USA
2764,Kevin Han,1972-11-25,CHN,United States,USA
2771,Benny Lee,1965-12-05,MYA,United States,USA
2786,Charles Sands,1865-12-22,USA,France United States,FRA
2796,Charles Voigt,1869-05-02,USA,France United States,FRA
2803,Dick Williams,1891-01-29,SUI,United States,USA
2805,David Zhuang,1963-09-01,CHN,United States,USA
2812,Nicolás Pereira,1970-10-29,URU,Venezuela,VEN
2814,Jasna Fazlić-Reed,1970-12-20,BIH,Independent Olympic Athletes United States Yugoslavia,IOA
2815,Sabrina Goleš,1965-06-03,CRO,Yugoslavia,YUG
2816,Gordana Perkučin,1962-05-07,SRB,Independent Olympic Athletes Yugoslavia,IOA
2818,Slobodan Grujić,1973-08-24,SRB,Independent Olympic Athletes Serbia and Montenegro,IOA
2819,Zoran Kalinić,1958-07-20,SRB,Independent Olympic Athletes Yugoslavia,IOA
2821,Ilija Lupulesku,1967-10-30,SRB,Independent Olympic Athletes Serbia and Montenegro United States Yugoslavia,IOA
2823,Slobodan Živojinović,1963-07-23,SRB,Yugoslavia,YUG
2833,Peter Bumbers,1926-03-16,LAT,Australia,AUS
2835,Dragutin Čermak,1944-10-12,SRB,Yugoslavia,YUG
2839,Nik'oloz Deriugini,1959-04-30,GEO,Soviet Union,URS
2841,Nemanja Đurić,1936-06-18,SRB,Yugoslavia,YUG
2844,Elşad Qadaşev,1968-05-01,AZE,Unified Team,EUN
2870,Juan Muñoz,1907-01-01,ESP,Spain,
2884,José Arturo Rubio,1926-01-01,ESP,Spain,
2926,Matti Aho,1934-05-29,RUS,Finland,FIN
2927,Viljo Aho,1932-11-02,RUS,Finland,FIN
2964,Olavi Ouvinen,1926-12-10,RUS,Finland,FIN
2967,Valle Resch-Resko,1910-06-03,RUS,Finland,FIN
2968,Tauno Rinkinen,1924-07-23,RUS,Finland,FIN
2973,Sten Suvio,1911-11-25,RUS,Finland,FIN
2985,Jean-Paul Anton,1948-04-30,ALG,France,FRA
2987,Maurice Apeang,1951-09-07,FPN,France,FRA
2993,Dominique Azzaro,1948-02-11,TUN,France,FRA
3015,Aldo Cosentino,1947-10-19,TUN,France,FRA
3023,Souleymane Diallo,1937-02-12,SEN,France,FRA
3032,Séraphin Ferrer,1931-08-05,ALG,France,FRA
3041,Louis Gomis,1963-01-15,SEN,France,FRA
3067,Gaston Mayor,1908-02-29,ESP,France,FRA
3070,Christophe Mendy,1971-08-04,SEN,France,FRA
3082,Antoine Porcel,1937-12-17,ALG,France,FRA
3089,Georges Rossignon,1900-04-23,BEL,France,FRA
3098,Hocine Tafer,1955-03-16,ALG,France,FRA
3099,Omar Tebbakha,1929-01-29,ALG,France,FRA
3107,Joseph Ventaja,1930-02-04,MAR,France,FRA
3112,Serge Bouemba,1967-01-07,LBA,Gabon,GAB
3159,Johnny Balentina,1971-08-08,CUR,Netherlands,NED
3165,Marlon Fluonia,1964-09-26,CUR,Netherlands,NED
3168,Adonis Kemp,1967-01-31,ARU,Netherlands,NED
3171,Edsel Martis,1961-12-22,CUR,Netherlands,NED
3259,Vlastimil Havlík,1957-01-26,CZE,Czechoslovakia,TCH
3266,Fred Ingaldson,1932-09-02,USA,Canada,CAN
3267,Ken James,1945-01-19,USA,Australia,AUS
3268,Ivan Yedeshko,1945-03-25,BLR,Soviet Union,URS
3271,Jaroslav Kantůrek,1953-08-17,CZE,Czechoslovakia,TCH
3275,Jindřich Kinský,1927-06-27,CZE,Czechoslovakia,TCH
3279,Zdeněk Kos,1951-06-23,CZE,Czechoslovakia,TCH
3282,Stano Kropilák,1955-06-10,SVK,Czechoslovakia,TCH
3283,Ilmar Kullam,1922-06-15,EST,Soviet Union,URS
3284,Justinas Lagunavičius,1924-09-04,LTU,Soviet Union,URS
3287,Ali Mebarki,1944-12-28,FRA,Algeria,ALG
3376,Neville Cole,1952-06-19,IRL,Great Britain,GBR
3388,Adrian Carew-Dodson,1970-09-20,GUY,Great Britain Guyana,GBR
3400,Sid Evans,1881-01-01,GBR,Great Britain,
3420,Pete Hanlon,1959-04-13,IRL,Great Britain,GBR
3443,Charlie Magri,1956-07-20,TUN,Great Britain,GBR
3452,Clinton McKenzie,1955-09-15,JAM,Great Britain,GBR
3538,Bernd Anders,1942-09-30,GER,East Germany,GDR
3539,Otto Babiasch,1937-03-21,ROU,Germany,GER
3541,Herbert Bauch,1957-05-18,GER,East Germany,GDR
3542,Mario Behrendt,1960-09-09,GER,East Germany,GDR
3545,Hans-Joachim Brauske,1943-10-12,GER,East Germany,GDR
3546,René Breitbarth,1966-03-24,GER,East Germany,GDR
3549,Detlef Dahn,1943-01-18,GER,East Germany,GDR
3550,Diego Drumm,1968-12-18,GER,East Germany,GDR
3551,Bernd Englmeier,1945-02-04,GER,East Germany,GDR
3552,Jürgen Fanghänel,1951-08-01,GER,East Germany,GDR
3553,Rudi Fink,1958-07-06,GER,East Germany,GDR
3554,Stefan Förster,1950-10-17,GER,East Germany,GDR
3555,Dietmar Geilich,1954-06-15,GER,East Germany,GDR
3557,Maik Heydeck,1965-09-08,GER,East Germany,GDR
3558,Bernd Juterzenka,1945-02-05,GER,East Germany,GDR
3559,Ulli Kaden,1959-03-09,GER,East Germany,GDR
3561,Karl-Heinz Krüger,1953-12-25,GER,East Germany,GDR
3562,Detlef Kästner,1958-03-20,GER,East Germany,GDR
3563,Harry Lempio,1932-07-13,POL,Germany,GER
3564,Henry Maske,1964-01-06,GER,East Germany,GDR
3567,Richard Nowakowski,1955-09-27,POL,East Germany,GDR
3569,Peter Rieger,1944-01-05,POL,East Germany,GDR
3570,Ottomar Sachse,1951-04-15,GER,East Germany,GDR
3571,Jürgen Schlegel,1940-10-03,POL,East Germany Germany,GDR
3572,Torsten Schmitz,1964-08-26,GER,East Germany,GDR
3575,Dietmar Schwarz,1960-01-29,GER,East Germany,GDR
3576,Günter Siegmund,1936-12-19,POL,Germany,GER
3577,René Suetovius,1964-06-03,GER,East Germany,GDR
3578,Peter Tiepold,1945-11-15,GER,East Germany,GDR
3579,Manfred Trauten,1958-07-05,GER,East Germany,GDR
3581,Bernd Wittenburg,1950-04-01,GER,East Germany,GDR
3590,Andreas Bauer,1960-11-16,GER,West Germany,FRG
3596,Markus Bott,1962-01-13,GER,West Germany,FRG
3598,Franz Dübbers,1908-04-08,Cologne,Germany,GER
3600,Helmut Gertel,1961-04-27,GER,West Germany,FRG
3601,Stefan Gertel,1960-05-12,GER,West Germany,FRG
3602,Reiner Gies,1963-03-12,GER,West Germany,FRG
3604,Wolfgang Gruber,1953-02-22,GER,West Germany,FRG
3606,Peter Heß,1946-05-16,GER,West Germany,FRG
3607,Paul Hogh,1933-08-01,SVK,Germany,GER
3609,Rudi Hornig,1938-08-10,GER,West Germany,FRG
3611,Peter Hussing,1948-05-15,GER,West Germany,FRG
3613,Ewald Jarmer,1942-08-12,CZE,West Germany,FRG
3614,Willi Kaiser,1912-01-16,POL,Germany,GER
3616,Ulrich Kienast,1937-03-20,POL,Germany,GER
3618,Elimar Kloos,1908-02-15,RUS,Germany,GER
3620,Dieter Kottysch,1943-06-30,POL,West Germany,FRG
3621,Luan Krasniqi,1971-05-10,KOS,Germany,GER
3622,Alexander Künzler,1962-07-11,GER,West Germany,FRG
3626,Zoltan Lunka,1970-05-22,ROU,Germany,GER
3628,Günther Meier,1941-07-26,GER,West Germany,FRG
3629,Josef Miner,1914-07-15,POL,Germany,GER
3632,Ernst Müller,1954-05-16,GER,West Germany,FRG
3633,Norbert Nieroba,1964-04-29,GER,West Germany,FRG
3635,Andreas Otto,1963-10-05,GER,East Germany Germany,GDR
3637,Peter Prause,1943-03-17,GER,West Germany,FRG
3638,Gert Puzicha,1944-01-25,GER,West Germany,FRG
3641,Horst Rascher,1940-03-11,AUT,Germany West Germany,GER
3642,Raymar Reimers,1940-12-10,GER,West Germany,FRG
3643,Dieter Renz,1943-03-03,GER,West Germany,FRG
3647,Werner Ruzicka,1943-12-26,CZE,West Germany,FRG
3653,Gerd Schubert,1943-07-15,GER,West Germany,FRG
3656,Werner Schäfer,1952-12-29,GER,West Germany,FRG
3659,Reinhard Skricek,1948-01-04,GER,West Germany,FRG
3660,Andreas Schnieders,1966-12-22,GER,West Germany,FRG
3664,Andreas Tews,1968-09-11,GER,East Germany Germany,GDR
3669,René Weller,1953-11-21,GER,West Germany,FRG
3671,Ewald Wichert,1940-05-26,GER,West Germany,FRG
3674,Manfred Zielonka,1960-10-24,POL,West Germany,FRG
3675,Hans Ziglarski,1905-10-16,POL,Germany,GER
3676,Andreas Zülow,1965-10-23,GER,East Germany Germany,GDR
3714,Efstathios Alexopoulos,1946-01-01,GRE,Greece,
3718,Nikolaos Fexis,1906-01-01,GRE,Greece,
3724,Panagiotis Kostarellos,1933-01-01,GRE,Greece,
3727,Tigran Ouzlian,1968-02-11,GEO,Greece,GRE
3781,László Bene,1924-01-01,HUN,Hungary,
3833,Tibor Papp,1944-04-05,ROU,Hungary,HUN
3843,Sándor Szobolevszky,1907-01-01,HUN,Hungary,
3859,Francisco Lisboa,1965-05-01,TLS,Indonesia,INA
3873,Debendra Thapa,1977-06-26,NEP,India,IND
3876,Mac Joachim,1925-01-01,IND,India,
3890,Gene Raymond,1919-04-15,SRI,India,IND
3915,Ezrael Illkhanouf,1934-07-03,RUS,Islamic Republic of Iran,IRI
3939,Billy Barnes,1924-01-01,GBR,Ireland,
3946,Johnny Caldwell,1938-05-07,GBR,Ireland,IRL
3949,Jack Chase,1904-01-01,IRL,Ireland,
3953,Paul Douglas,1964-05-02,GBR,Ireland,IRL
3965,Peter Foran,1927-01-01,IRL,Ireland,
3966,Freddie Gilroy,1936-03-07,GBR,Ireland,IRL
3974,Damaen Kelly,1973-04-03,GBR,Ireland,IRL
3977,John Kidley,1898-02-13,GBR,Ireland,IRL
3978,Davy Larmour,1952-04-02,GBR,Ireland,IRL
3980,Paddy Lenehan,1898-01-01,IRL,Ireland,
3982,John Lowey,1966-08-06,GBR,Ireland,IRL
3983,John Lyttle,1931-01-20,GBR,Ireland,IRL
3984,Brian Magee,1975-06-09,GBR,Ireland,IRL
3989,Jim McCourt,1944-01-24,GBR,Ireland,IRL
3992,Wayne McCullough,1970-07-07,GBR,Ireland,IRL
3993,Eamonn McCusker,1945-08-20,GBR,Ireland,IRL
3994,Myles McDonagh,1904-04-10,GBR,Ireland,IRL
3998,Neil McLaughlin,1948-05-10,GBR,Ireland,IRL
3999,Adam McLean,1940-07-07,GBR,Ireland,IRL
4001,John McNally,1932-11-03,GBR,Ireland,IRL
4002,Bernie Meli,1940-07-22,GBR,Ireland,IRL
4003,Terry Milligan,1930-03-07,GBR,Ireland,IRL
4005,Boy Murphy,1903-09-04,PAK,Ireland,IRL
4006,Charlie Nash,1951-05-10,GBR,Ireland,IRL
4007,Danny O'Brien,1939-07-10,GBR,Ireland,IRL
4010,Hugh O'Hagan,1920-01-01,IRL,Ireland,
4013,Marty Quinn,1949-11-30,GBR,Ireland,IRL
4019,Hugh Russell,1959-12-15,GBR,Ireland,IRL
4021,Ernie Smith,1912-01-01,IRL,Ireland,
4022,Martin Smyth,1936-11-12,GBR,Ireland,IRL
4023,Sam Storey,1963-08-09,GBR,Ireland,IRL
4028,Billy Walsh,1963-07-03,GBR,Ireland,IRL
4066,Nino Benvenuti,1938-04-26,SLO,Italy,ITA
4094,Giuseppe Colacicco,1904-04-04,GBR,Italy,ITA
4144,Francesco Musso,1937-08-22,FRA,Italy,ITA
