athlete_id,name,born_date,born_country,NOC,country_noc
54869,Givi Chikvanaia,1939-05-29,GEO,Soviet Union,URS
54870,Vitaly Ushakov,1920-07-18,RUS,Soviet Union,URS
54871,Aleksey Vdovin,1963-06-17,RUS,Unified Team,EUN
54872,Aleksandr Zakharov,1954-04-03,UKR,Soviet Union,URS
54897,Clement Browne,1896-01-04,ANT,United States,USA
54923,Bob Frojen,1930-12-01,GER,United States,USA
54939,Craig Klass,1965-06-20,GER,United States,USA
54949,Drew McDonald,1955-10-19,CAN,United States,USA
54961,Bill Ross,1928-07-06,CAN,United States,USA
54962,Alex Rousseau,1967-11-04,FRA,United States,USA
54977,Herbert Topp,1900-04-20,DEN,United States,USA
54978,Tony Van Dorp,1936-06-25,INA,United States,USA
54991,Juraj Amšel,1924-12-17,CRO,Yugoslavia,YUG
54992,Dragan Andrić,1962-06-06,CRO,Greece Serbia and Montenegro Yugoslavia,GRE
54993,Dušan Antunović,1947-02-24,CRO,Yugoslavia,YUG
54994,Veljko Bakašun,1920-06-14,CRO,Yugoslavia,YUG
54995,Milivoj Bebić,1959-08-29,MNE,Yugoslavia,YUG
54996,Siniša Belamarić,1947-02-12,CRO,Yugoslavia,YUG
54997,Mislav Bezmalinović,1967-05-11,CRO,Yugoslavia,YUG
54998,Filip Bonačić,1911-01-27,CRO,Yugoslavia,YUG
54999,Ozren Bonačić,1942-01-05,CRO,Yugoslavia,YUG
55000,Marko Brajnović,1920-07-17,CRO,Yugoslavia,YUG
55001,Luka Ciganović,1915-01-12,CRO,Yugoslavia,YUG
55002,Ivo Cipci,1933-04-25,CRO,Yugoslavia,YUG
55003,Vinko Cvjetković,1911-02-12,CRO,Yugoslavia,YUG
55004,Dejan Dabović,1944-08-03,MNE,Yugoslavia,YUG
55005,Veselin Đuho,1960-01-05,BIH,Yugoslavia,YUG
55006,Tomislav Franjković,1931-05-19,CRO,Yugoslavia,YUG
55007,Ivo Giovanelli,1919-05-22,CRO,Yugoslavia,YUG
55008,Zoran Gopčević,1955-01-29,BIH,Yugoslavia,YUG
55009,Igor Gočanin,1966-07-24,MNE,Yugoslavia,YUG
55010,Božo Grkinić,1913-11-17,CRO,Yugoslavia,YUG
55012,Vladimir Ivković,1929-07-25,SRB,Yugoslavia,YUG
55013,Zoran Janković,1940-01-08,BIH,Yugoslavia,YUG
55014,Viktor Jelenić,1970-10-31,SRB,Serbia and Montenegro,SCG
55015,Zdravko Ježić,1931-08-17,SRB,Yugoslavia,YUG
55016,Hrvoje Kačić,1932-01-12,CRO,Yugoslavia,YUG
55017,Zoran Kačić,1953-09-09,CRO,Yugoslavia,YUG
55018,Zdravko-Ćiro Kovačić,1925-07-06,CRO,Yugoslavia,YUG
55019,Milorad Krivokapić,1956-01-08,MNE,Yugoslavia,YUG
55020,Ivo Kurtini,1922-06-23,CRO,Yugoslavia,YUG
55021,Ronald Lopatny,1944-09-19,CRO,Yugoslavia,YUG
55022,Boško Lozica,1952-11-28,CRO,Yugoslavia,YUG
55023,Deni Lušić,1962-04-14,CRO,Yugoslavia,YUG
55024,Predrag Manojlović,1951-09-20,CRO,Yugoslavia,YUG
55026,Uroš Marović,1946-07-04,SRB,Yugoslavia,YUG
55027,Miro Mihovilović,1915-02-22,CRO,Yugoslavia,YUG
55028,Igor Milanović,1965-12-18,SRB,Serbia and Montenegro Yugoslavia,SCG
55029,Milan Muškatirović,1934-03-09,BIH,Yugoslavia,YUG
55030,Zoran Mustur,1953-07-12,MNE,Yugoslavia,YUG
55031,Ante Nardeli,1937-04-15,CRO,Yugoslavia,YUG
55032,Frane Nonković,1935-04-25,CRO,Yugoslavia,YUG
55033,Tomislav Paškvalin,1961-08-29,CRO,Yugoslavia,YUG
55034,Đorđe Perišić,1941-05-06,MNE,Yugoslavia,YUG
55036,Zoran Petrović,1960-08-22,SRB,Yugoslavia,YUG
55037,Damir Polić,1953-04-03,CRO,Yugoslavia,YUG
55038,Miroslav Poljak,1944-09-03,CRO,Yugoslavia,YUG
55040,Renco Posinković,1964-01-04,CRO,Yugoslavia,YUG
55042,Goran Rađenović,1966-11-04,SRB,Yugoslavia,YUG
55043,Lovro Radonić,1928-02-25,CRO,Yugoslavia,YUG
55045,Vinko Rosić,1941-05-22,CRO,Yugoslavia,YUG
55046,Ratko Rudić,1948-06-07,SRB,Brazil Croatia Italy United States Yugoslavia,BRA
55047,Mirko Sandić,1942-05-09,SRB,Yugoslavia,YUG
55050,Ðuro Savinović,1950-03-01,CRO,Yugoslavia,YUG
55051,Zlatko Šimenc,1938-11-29,CRO,Yugoslavia,YUG
55052,Aleksandar Šoštar,1964-01-21,SRB,Serbia and Montenegro Yugoslavia,SCG
55053,Ivo Štakula,1923-02-25,CRO,Yugoslavia,YUG
55054,Božidar Stanišić,1938-10-21,MNE,Yugoslavia,YUG
55055,Karlo Stipanić,1941-12-08,CRO,Yugoslavia,YUG
55057,Goran Sukno,1959-04-06,CRO,Yugoslavia,YUG
55059,Mirko Tarana,1913-09-22,CRO,Yugoslavia,YUG
55060,Bogdan Tošović,1918-08-28,CRO,Yugoslavia,YUG
55061,Petar Trbojević,1973-09-09,SRB,Serbia and Montenegro,SCG
55062,Slobodan Trifunović,1956-02-03,SRB,Yugoslavia,YUG
55063,Ivo Trumbić,1935-04-02,CRO,Yugoslavia,YUG
55065,Luka Vezilić,1948-07-02,CRO,Yugoslavia,YUG
55066,Mirko Vičević,1968-06-30,MNE,Serbia and Montenegro Yugoslavia,SCG
55067,Boško Vuksanović,1928-01-04,MNE,Yugoslavia,YUG
55068,Božo Vuletić,1958-07-01,CRO,Yugoslavia,YUG
55069,Vlada Vujasinović,1973-08-14,CRO,Serbia Serbia and Montenegro,SRB
55070,Predrag Zimonjić,1970-10-15,SRB,Serbia and Montenegro,SCG
55071,Marijan Žužej,1934-02-08,SLO,Yugoslavia,YUG
55102,Julio Juaneda,1912-01-01,ARG,Argentina,
55104,Salvador Lo Presti,1922-08-17,ITA,Argentina,ARG
55136,Nick Ciancio,1947-02-21,ITA,Australia,AUS
55137,Sam Coffa,1936-01-15,ITA,Australia,AUS
55143,Harvey Goodman,1967-04-06,GBR,Australia,AUS
55150,Robert Kabbas,1955-03-15,EGY,Australia,AUS
55152,Kiril Kounev,1968-04-19,BUL,Australia,AUS
55159,Johnny Nguyen,1975-03-06,VIE,Australia,AUS
55173,Cornel Wilczek,1935-01-11,UKR,Australia,AUS
55181,Rudolf Edinger,1902-11-22,Vienna,Austria,AUT
55185,Robert Fein,1907-12-08,Vienna,Austria,AUT
55286,Stefan Botev Hristov,1968-02-14,BUL,Australia Bulgaria,AUS
55339,Chun Hon Chan,1935-07-21,HKG,Canada,CAN
55362,John Stuart,1920-01-24,GBR,Canada,CAN
55531,Moustafa Ahmad,1933-01-01,EGY,United Arab Republic,
55538,Attia Mohammed,1914-01-01,EGY,Egypt,
55555,Fawzi Rasmy,1935-01-01,EGY,United Arab Republic,
55557,Ibrahim Saleh,1917-01-01,EGY,Egypt,
55558,Hamad Samy,1899-01-01,EGY,Egypt,
55588,Olaf Luiga,1908-08-23,RUS,Estonia,EST
55592,Voldemar Noormägi,1895-08-10,RUS,Estonia,EST
55624,Viktor Sirkiä,1949-03-20,RUS,Finland,FIN
55663,Jean-Paul Fouletier,1939-07-01,CMR,France,FRA
55682,Rolf Maier,1936-12-16,GER,France,FRA
55685,Marcel Paterni,1936-09-22,MAR,France,FRA
55692,Alfred Steiner,1943-12-29,GER,France,FRA
55700,Antoine Verdu,1915-05-11,ALG,France,FRA
55710,Sylvanus Blackman,1933-07-01,BAR,Great Britain,GBR
55711,Blair Blenman,1932-11-23,BAR,Great Britain,GBR
55720,Gus Cummins,1886-10-27,IRL,Great Britain,GBR
55724,Ron Eland,1923-02-20,RSA,Great Britain,GBR
55733,Ben Helfgott,1929-11-22,POL,Great Britain,GBR
55740,Raymond Kopka,1971-12-20,SVK,Great Britain,GBR
55747,Louis Martin,1936-11-11,JAM,Great Britain,GBR
55749,Precious McKenzie,1936-06-06,RSA,Great Britain,GBR
55768,Andrew Saxton,1967-05-04,AUS,Great Britain,GBR
55783,Gunter Ambraß,1955-09-16,GER,East Germany,GDR
55786,Detlef Blasche,1955-10-23,GER,East Germany,GDR
55788,Jürgen Ciezki,1952-05-27,GER,East Germany,GDR
55789,Werner Dittrich,1937-06-09,POL,East Germany Germany,GDR
55791,Manfred Funke,1955-08-22,GER,East Germany,GDR
55792,Stefan Grützner,1948-06-29,GER,East Germany,GDR
55794,Jürgen Heuser,1953-03-13,GER,East Germany,GDR
55795,Wolfgang Hübner,1952-02-02,GER,East Germany,GDR
55797,Andreas Letz,1962-06-05,GER,East Germany,GDR
55798,Helmut Losch,1947-10-12,GER,East Germany,GDR
55799,Frank Mantek,1959-01-20,GER,East Germany,GDR
55802,Peter Petzold,1949-06-01,GER,East Germany,GDR
55803,Bernhard Radtke,1949-04-26,GER,East Germany,GDR
55805,Manfred Rieger,1941-04-25,GER,East Germany Germany,GDR
55806,Günter Schliwka,1956-05-09,GER,East Germany,GDR
55807,Michael Schubert,1967-12-31,GER,East Germany,GDR
55811,Frank Zielecke,1946-06-12,GER,East Germany,GDR
55814,Bernhard Bachfisch,1953-03-11,GER,West Germany,FRG
55816,Norbert Bergmann,1954-05-01,GER,West Germany,FRG
55821,Rainer Dörrzapf,1950-03-06,GER,West Germany,FRG
55824,Roland Feldhoffer,1962-07-08,GER,West Germany,FRG
55825,Klaus Groh,1954-08-30,GER,West Germany,FRG
55829,Albert Huser,1936-05-26,GER,West Germany,FRG
55831,Peter Immesberger,1960-04-18,GER,West Germany,FRG
55836,Gerd Kennel,1952-05-03,GER,West Germany,FRG
55837,Uwe Kliche,1938-03-03,GER,West Germany,FRG
55844,Rudolf Mang,1950-06-17,GER,West Germany,FRG
55846,Pietro Masala,1944-07-09,ITA,West Germany,FRG
55847,Rolf Milser,1951-06-28,GER,West Germany,FRG
55850,Maik Nill,1963-08-06,GER,West Germany,FRG
55851,Eduard Ohlinger,1967-05-20,GER,West Germany,FRG
55853,Olaf Peters,1964-07-14,GER,West Germany,FRG
55856,Karl-Heinz Radschinsky,1953-07-23,GER,West Germany,FRG
55857,Dieter Rauscher,1942-04-28,CZE,West Germany,FRG
55859,Igor Sadykov,1967-07-23,KGZ,Germany,GER
55860,Heinz Schattner,1912-06-20,POL,Germany,GER
55861,Werner Schraut,1951-04-25,GER,West Germany,FRG
55863,Karl Schwitalle,1906-04-12,POL,Germany,GER
55867,Ingo Steinhöfel,1967-05-29,GER,East Germany Germany,GDR
55873,Max Walter,1905-01-30,FRA,Germany,GER
55874,Ronny Weller,1969-07-22,GER,East Germany Germany,GDR
55879,Pyrros Dimas,1971-10-13,ALB,Greece,GRE
55880,Panagiotis Drakopoulos,1965-08-14,AUS,Greece,GRE
55884,Christos Iakovou,1948-04-12,TUR,Greece,GRE
55887,Akakios Kakiasvili,1969-07-13,GEO,Greece Unified Team,GRE
55889,Leonidas Kokas,1973-06-03,ALB,Greece,GRE
55891,Valerios Leonidis,1966-02-14,RUS,Greece,GRE
55894,Viktor Mitrou,1973-06-24,ALB,Greece,GRE
55895,Alexandros Nikolopoulos,1875-01-01,GRE,Greece,
55898,Iakovos Psaltis,1935-01-01,EGY,Greece,
55899,Leonidas Sampanis,1971-10-28,ALB,Greece,GRE
55908,Georgios Tzelilis,1973-01-13,ALB,Greece,GRE
55910,Stergios Tsoukas,1936-01-01,GRE,Greece,
55911,Sotirios Versis,1876-01-01,GRE,Greece,
55941,László Buronyi,1918-01-01,SVK,Hungary,
55944,Gyula Csinger,1905-05-12,SVK,Hungary,HUN
55945,Attila Czanka,1969-05-01,ROU,Hungary Romania,HUN
55948,Zoltán Farkas,1974-11-19,ROU,Hungary,HUN
55949,Attila Feri,1968-09-24,ROU,Hungary Romania,HUN
55959,Zoltán Kecskés,1974-07-14,ROU,Hungary,HUN
55974,Adrián Popa,1971-12-08,ROU,Hungary,HUN
56059,Jafar Salmasi,1918-09-22,IRQ,Islamic Republic of Iran,IRI
56066,Sammy Dalzell,1933-06-02,GBR,Ireland,IRL
56076,Hussain Hassan,1935-01-01,IRQ,Iraq,
56088,Shakir Salman,1936-01-01,IRQ,Iraq,
56090,Abdul Wahid Aziz,1931-01-01,IRQ,Iraq,
56096,David Berger,1944-05-24,USA,Israel,ISR
56097,Gazi Cohen,1938-01-01,IRQ,Israel,
56100,Ze'ev Friedman,1944-06-10,RUS,Israel,ISR
56103,Edward Marom,1938-01-01,ISR,Israel,
56104,Yossef Romano,1940-12-30,LBA,Israel,ISR
56122,Salvatore Epicoco,1897-01-01,ITA,Italy,
56126,Carlo Galimberti,1894-07-02,ARG,Italy,ITA
56147,Enrico Pucci,1900-01-01,ITA,Italy,
56165,Sigis Williams,1920-01-01,JAM,Jamaica,
56316,Pranas Vitonis,1902-10-04,LAT,Lithuania,LTU
56318,Jos Alzin,1893-05-18,FRA,Luxembourg,LUX
56325,Michel Mertes,1902-01-30,BEL,Luxembourg,LUX
56329,Mustapha Adnane,1931-01-01,MAR,Morocco,
56330,Abdel Kader Ben Kamel,1937-01-01,MAR,Morocco,
56333,Mohamed Miloud,1935-01-01,MAR,Morocco,
56334,Abderrahim Tazi,1938-01-01,MAR,Morocco,
56337,Chung Kum Weng,1934-05-15,MAS,Malaya Malaysia,MAL
56340,Kuan King Lam,1934-11-22,MAS,Malaya,MAL
56344,Tiger Tan,1933-05-05,CHN,Malaysia Singapore,MAS
56442,Rory Barrett,1945-12-31,IND,New Zealand,NZL
56460,Yuan Yu Fang,1976-02-01,CHN,Malaysia,MAS
56477,Carlos Domínguez,1922-01-01,PER,Peru,
56501,Krzysztof Beck,1930-04-12,UKR,Poland,POL
56503,Jan Bochenek,1931-09-20,UKR,Poland,POL
56507,Jan Czepułkowski,1930-07-17,BLR,Poland,POL
56519,Andrzej Kozłowski,1968-06-29,UKR,Poland,POL
56534,Paweł Rabczewski,1949-11-20,LTU,Poland,POL
56546,Sergiusz Wołczaniecki,1964-11-09,UKR,Poland,POL
56629,Piet Taljaard,1914-01-01,RSA,South Africa,
56639,Sergey Syrtsov,1966-10-25,UZB,Russian Federation Unified Team,RUS
56652,Thong Saw Pak,1924-07-20,MAS,Singapore,SGP
56670,Pierre Cottier,1908-05-14,FRA,Switzerland,SUI
56672,Walter Dossenbach,1922-03-06,RUS,Switzerland,SUI
56687,Fritz Mast,1912-02-16,RUS,Switzerland,SUI
56689,Arthur Reinmann,1901-01-01,SUI,Switzerland,
56700,Jaroslav Jokeľ,1970-04-02,SVK,Czechoslovakia Slovakia,TCH
56708,Hans Bettembourg,1944-03-28,GER,Sweden,SWE
56711,Sven Borrman,1933-08-22,EST,Sweden,SWE
56742,Arne Norrback,1937-12-14,FIN,Sweden,SWE
56748,Bijan Rezaei,1964-12-20,IRI,Sweden,SWE
56752,Pertti Torikka,1954-09-11,FIN,Sweden,SWE
56764,Anton Baraniak,1951-06-20,SVK,Czechoslovakia,TCH
56765,Václav Bečvář,1908-10-17,CZE,Czechoslovakia,TCH
56767,Bohuslav Braum,1956-02-22,CZE,Czechoslovakia,TCH
56769,Miloš Čiernik,1963-01-19,SVK,Czechoslovakia,TCH
56770,Dušan Drška,1953-06-12,SVK,Czechoslovakia,TCH
56771,Juraj Dudáš,1963-09-10,SVK,Czechoslovakia,TCH
56772,René Durbák,1968-03-18,CZE,Czechoslovakia,TCH
56773,Bohumil Durdis,1903-03-01,CZE,Czechoslovakia,TCH
56775,František Fišer,1900-07-18,CZE,Czechoslovakia,TCH
56776,Josef Hantych,1911-11-12,CZE,Czechoslovakia,TCH
56777,Ondrej Hekel,1944-02-16,BUL,Czechoslovakia,TCH
56779,Petr Hudeček,1965-08-30,CZE,Czechoslovakia,TCH
56780,Pavel Khek,1958-04-06,CZE,Czechoslovakia,TCH
56781,Miloslav Kolařík,1942-04-20,CZE,Czechoslovakia,TCH
56783,Petr Krol,1965-07-14,CZE,Czechoslovakia,TCH
56785,Ján Nagy,1945-04-12,SVK,Czechoslovakia,TCH
56786,František Nedvěd,1950-10-27,CZE,Czechoslovakia,TCH
56787,Vítězslav Országh,1943-12-21,CZE,Czechoslovakia,TCH
56788,Zdeněk Otáhal,1936-01-31,CZE,Czechoslovakia,TCH
56789,Boleslav Pachol,1948-05-10,CZE,Czechoslovakia,TCH
56790,Petr Pavlásek,1947-01-31,CZE,Czechoslovakia,TCH
56791,Dušan Poliačik,1955-02-11,SVK,Czechoslovakia,TCH
56792,Karel Prohl,1947-12-24,CZE,Czechoslovakia,TCH
56793,"Václav Pšenička, Jr.",1931-05-14,CZE,Czechoslovakia,TCH
56794,"Václav Pšenička, Sr.",1906-10-26,CZE,Czechoslovakia,TCH
56795,Dalibor Řehák,1955-09-11,CZE,Czechoslovakia,TCH
56796,Karel Saitl,1924-11-05,CZE,Czechoslovakia,TCH
56799,Lubomír Sršeň,1954-06-26,CZE,Czechoslovakia,TCH
56800,Zdeněk Srstka,1935-09-26,CZE,Czechoslovakia,TCH
56802,Rudolf Strejček,1950-11-30,CZE,Czechoslovakia,TCH
56804,Václav Syrový,1934-06-11,CZE,Czechoslovakia,TCH
56809,Ota Zaremba,1957-04-22,CZE,Czechoslovakia,TCH
56810,Hans Zdražila,1941-10-03,CZE,Czechoslovakia,TCH
56811,Jiří Zubrický,1964-02-08,CZE,Czechoslovakia,TCH
56834,Ko Bu-Beng,1937-07-23,PHI,Chinese Taipei,TPE
56859,Sunay Bulut,1967-12-01,BUL,Türkiye,TUR
56861,Cemal Erçman,1900-01-01,GRE,Türkiye,
56868,Halil Mutlu,1973-07-14,BUL,Türkiye,TUR
56872,Hafız Süleymanoğlu,1967-09-20,AZE,Türkiye,TUR
56874,Naim Süleymanoğlu,1967-01-23,BUL,Türkiye,TUR
56883,Denys Hotfrid,1975-02-05,RUS,Ukraine,UKR
56887,Tymur Taimazov,1970-09-08,RUS,Ukraine Unified Team,UKR
56888,Artur Akoyev,1966-01-02,RUS,Unified Team,EUN
56889,Vasily Alekseyev,1942-01-07,RUS,Soviet Union,URS
56890,Israil Arsamakov,1962-02-08,RUS,Soviet Union,URS
56891,Vladimir Belyayev,1940-09-24,UKR,Soviet Union,URS
56892,Fyodor Bogdanovsky,1930-04-16,RUS,Soviet Union,URS
56893,Viktor Bushuyev,1933-05-18,RUS,Soviet Union,URS
56894,Vladimir Golovanov,1938-11-29,RUS,Soviet Union,URS
56895,Ravil Khabutdinov,1928-12-15,RUS,Soviet Union,URS
56896,Vladimir Kanygin,1948-09-19,RUS,Soviet Union,URS
56897,Vladimir Kaplunov,1933-03-02,RUS,Soviet Union,URS
56898,Tudor Casapu,1963-09-18,MDA,Unified Team,EUN
56899,Mukharby Kirzhinov,1949-01-01,RUS,Soviet Union,URS
56900,Nikolay Kolesnikov,1952-02-15,RUS,Soviet Union,URS
56901,Pyotr Korol,1941-01-02,RUS,Soviet Union,URS
56902,Viktor Kurentsov,1941-04-05,BLR,Soviet Union,URS
56903,Aleksandr Kurynov,1934-07-08,RUS,Soviet Union,URS
56905,Pavel Kuznetsov,1961-07-10,RUS,Soviet Union,URS
56906,Trofim Lomakin,1924-08-02,RUS,Soviet Union,URS
56907,Yevgeny Lopatin,1917-12-26,RUS,Soviet Union,URS
56908,Viktor Mazin,1954-06-18,RUS,Soviet Union,URS
56909,Vardan Militosyan,1950-06-08,ARM,Soviet Union,URS
56910,Yevgeny Minayev,1933-05-21,RUS,Soviet Union,URS
56911,Oksen Mirzoyan,1961-06-11,ARM,Soviet Union,URS
56912,Nail Mukhamedyarov,1962-12-08,UZB,Soviet Union,URS
56913,Igor Nikitin,1952-02-29,RUS,Soviet Union,URS
56914,Grigory Novak,1919-03-05,UKR,Soviet Union,URS
56915,Kanybek Osmonaliyev,1953-11-19,KGZ,Soviet Union,URS
56916,Boris Pavlov,1947-03-21,RUS,Soviet Union,URS
56917,Aleksandr Pervy,1960-10-28,UKR,Soviet Union,URS
56918,Rudolf Plyukfelder,1928-09-06,UKR,Soviet Union,URS
56919,Sergey Poltoratsky,1947-10-28,UKR,Soviet Union,URS
56920,Aleksandr Popov,1959-11-17,RUS,Soviet Union,URS
56921,Sultanbay Rakhmanov,1950-07-06,UZB,Soviet Union,URS
56922,David Rigert,1947-03-12,KAZ,Soviet Union,URS
56923,Igor Rybak,1934-03-21,UKR,Soviet Union,URS
56924,Nikolay Saksonov,1923-01-06,RUS,Soviet Union,URS
56925,Ibragim Samadov,1968-07-18,RUS,Unified Team,EUN
56926,Yurik Sarkisyan,1961-08-14,ARM,Australia Soviet Union,AUS
56928,Leonid Zhabotinsky,1938-01-28,UKR,Soviet Union,URS
56929,Dito Shanidze,1937-02-08,GEO,Soviet Union,URS
56930,Valery Shary,1947-01-02,BLR,Soviet Union,URS
56932,Vladimir Stogov,1930-11-05,RUS,Soviet Union,URS
56933,Jaan Talts,1944-05-19,EST,Soviet Union,URS
56934,Leonid Taranenko,1956-06-13,BLR,Soviet Union Unified Team,URS
56935,Rapael Chimishk'iani,1929-03-23,GEO,Soviet Union,URS
56936,Gennady Chetin,1943-02-01,RUS,Soviet Union,URS
56937,Viktor Tregubov,1965-04-13,RUS,Unified Team,EUN
56938,Ivan Udodov,1924-05-20,RUS,Soviet Union,URS
56939,Aleksey Vakhonin,1935-03-10,RUS,Soviet Union,URS
56940,Yuri Vardanyan,1956-06-13,ARM,Soviet Union,URS
56941,Yury Vlasov,1935-12-05,UKR,Soviet Union,URS
56943,Aleksandr Voronin,1951-05-23,RUS,Soviet Union,URS
56944,Yury Zaytsev,1951-01-17,RUS,Soviet Union,URS
56945,Yury Zakharevich,1963-01-18,RUS,Soviet Union,URS
56955,Ike Berger,1936-11-16,ISR,United States,USA
56992,Mike Karchut,1944-04-27,GER,United States,USA
57008,Thanh Nguyen,1964-06-18,VIE,United States,USA
57024,Konstantine Starikovitch,1966-03-20,RUS,United States,USA
57026,Tony Terlazzo,1911-07-28,ITA,United States,USA
57030,Rich Tom,1920-11-08,CHN,United States,USA
57032,Howard Turbyfill,1903-01-01,USA,United States,
57046,Enrique Guittens,1931-12-04,TTO,Venezuela,VEN
57050,Leopold Herenčić,1948-04-05,SRB,Yugoslavia,YUG
57052,Dušan Mirković,1953-04-12,SRB,Yugoslavia,YUG
57053,Jože Urankar,1939-10-28,SLO,Yugoslavia,YUG
57162,Dieter Gröning,1932-07-26,POL,Australia,AUS
57167,Musa Ilhan,1969-10-03,TUR,Australia,AUS
57169,Zsigmond Kelevitz,1954-01-01,HUN,Australia,AUS
57177,Victor Mucha,1921-01-26,CZE,Australia,AUS
57182,Rein Ozoline,1967-05-18,RSA,Australia,AUS
57186,Mick Pikos,1954-06-21,GRE,Australia,AUS
57187,Steve Raskovy,1936-11-25,HUN,Australia,AUS
57195,Richard Weiss,1973-07-01,SVK,Australia,AUS
57198,Len Zaslavsky,1969-11-26,UKR,Australia,AUS
57214,Franz Foidl,1906-10-25,CZE,Austria,AUT
57224,Peter Kokotowitsch,1890-10-08,CRO,Austria,AUT
57241,Ludwig Schlanger,1904-12-22,SRB,Austria,AUT
57245,Ludwig Sesta,1900-05-14,Vienna,Austria,AUT
57248,Alois Totuschek,1885-02-02,CZE,Austria,AUT
57252,Georg Weidner,1914-01-14,GER,Austria,AUT
57259,Məmmədsalam Haciyev,1972-07-08,RUS,Azerbaijan Unified Team,AZE
57260,Mogamed Ibragimov,1974-07-22,RUS,Azerbaijan North Macedonia,AZE
57261,Davud Məhəmmədov,1970-11-08,RUS,Azerbaijan,AZE
57263,Alexis Nihon,1946-01-10,CAN,The Bahamas,BAH
57264,Robert Nihon,1950-07-04,CAN,The Bahamas,BAH
57268,Maurice Beke,1907-11-01,FRA,Belgium,BEL
57345,Ibad Akhmedau,1975-01-18,AZE,Belarus,BLR
57349,Siarhei Kavaleuski,1970-01-06,RUS,Belarus,BLR
57352,Kamandar Madzhydau,1961-10-17,GEO,Belarus Soviet Union,BLR
57354,Aliaksandr Paulau,1973-07-09,RUS,Belarus,BLR
57355,Ihar Pietrenka,1967-12-08,UKR,Belarus,BLR
57360,Josef Bechyně,1880-04-12,CZE,Bohemia,BOH
57369,Stoyan Apostolov,1946-04-10,CRO,Bulgaria,BUL
57433,Stoyan Lazarov,1951-03-28,MKD,Bulgaria,BUL
57491,Egon Beiler,1953-03-28,AUT,Canada,CAN
57496,Kurt Boese,1929-11-04,GER,Canada,CAN
57505,Cliff Chilcott,1898-06-28,GBR,Canada,CAN
57517,Terry Evans,1911-10-04,GBR,Canada,CAN
57519,Harry Geris,1947-11-22,NED,Canada,CAN
57521,Koji Hirabayashi,1942-01-05,JPN,Canada,CAN
57523,Gary Holmes,1965-11-10,GUY,Canada,CAN
57524,Larry Holmes,1962-01-10,GUY,Canada,CAN
57528,Garry Kallos,1956-03-05,HUN,Canada,CAN
57529,Karlo Kasap,1954-08-05,SRB,Canada Yugoslavia,CAN
57531,Oleg Ladik,1971-09-18,UKR,Canada,CAN
57532,Maurice Letchford,1908-08-27,RSA,Canada,CAN
57533,Clive Llewellyn,1953-03-27,KEN,Canada,CAN
57534,Enok Lopponen,1885-01-03,FIN,Canada,CAN
57548,Phil Oberlander,1939-08-17,GBR,Canada,CAN
57559,Paul Ragusa,1971-05-24,SUI,Canada,CAN
57562,Craig Roberts,1968-06-06,USA,Canada,CAN
57571,Gia Sissaouri,1971-04-15,GEO,Canada,CAN
57572,Ole Sorensen,1948-04-23,DEN,Canada,CAN
57578,Howie Thomas,1905-01-18,GBR,Canada,CAN
57585,Alfred Wurr,1943-06-28,GER,Canada,CAN
57633,Stipe Damjanović,1969-09-14,BIH,Croatia,CRO
57792,El-Sayed Kandil,1917-01-01,EGY,Egypt,
57800,Ibrahim Orabi,1912-01-01,EGY,Egypt,
57803,Ahmed Rahmy,1894-01-01,EGY,Egypt,
57807,Osman El-Sayed,1930-02-28,EGY,United Arab Republic,UAR
57809,Ibrahim Sobh,1901-01-01,EGY,Egypt,
57816,Artur Kukk,1889-06-22,FIN,Estonia,EST
57835,Francisco Barcia,1966-02-22,BEL,Spain,ESP
57864,Viktor Ahven,1929-02-27,RUS,Finland,FIN
57868,Alppo Asikainen,1888-11-02,RUS,Finland,FIN
57872,Oskari Friman,1893-01-27,RUS,Finland,FIN
57894,Erkki Johansson,1917-07-27,RUS,Finland,FIN
57929,Sulo Leppänen,1916-01-15,RUS,Finland,FIN
57943,Pekka Mellavuo,1913-01-27,RUS,Finland,FIN
57946,Iisakki Mylläri,1894-12-15,RUS,Finland,FIN
58002,Aleksanteri Toivola,1893-03-04,RUS,Finland,FIN
58006,Antero Vanhanen,1935-04-01,RUS,Finland,FIN
58028,Jésus Arenzana,1918-06-07,ESP,France,FRA
58046,Némo Bovis,1887-05-06,ITA,France,FRA
58090,Gustave Kappeler,1881-08-02,SUI,France,FRA
58108,Henri Meiss,1963-11-12,CIV,France,FRA
58134,Ghani Yalouz,1968-01-28,MAR,France,FRA
58178,Martin Doyle,1958-11-16,IRL,Great Britain,GBR
58222,Fred Oberlander,1911-05-23,AUT,Great Britain,GBR
58229,Len Pidduck,1926-01-01,GBR,Great Britain,
58253,Johnny Sullivan,1920-02-07,IRL,Great Britain,GBR
58276,Volker Anger,1968-05-02,GER,East Germany,GDR
58277,Gerd Bachmann,1943-08-14,GER,East Germany,GDR
58279,Willi Bock,1946-12-13,GER,East Germany,GDR
58280,Hans-Dieter Brüchert,1952-08-18,GER,East Germany,GDR
58281,Harald Büttner,1953-04-13,GER,East Germany,GDR
58282,Bernd Drechsel,1953-10-28,GER,East Germany,GDR
58284,Roland Gehrke,1954-01-17,GER,East Germany,GDR
58285,Peter Germer,1949-09-26,GER,East Germany,GDR
58286,Klaus-Peter Göpfert,1948-10-22,GER,East Germany,GDR
